"filename", "language", "YAML", "HTML", "Dart", "Markdown", "Swift", "JSON", "XML", "C++", "CMake", "Properties", "Groovy", "comment", "blank", "total"
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/assets/images/white_card_union.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/assets/images/yellow_cards.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 1, 123
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 1, 38
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 1, 27
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/ios/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/constants.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/enums/transaction_type.dart", "Dart", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/main.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/models/drawer_item_model.dart", "Dart", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/models/pie_chart_section_model.dart", "Dart", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/models/transaction_item_model.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/utils/assets.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 42, 23, 89
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/utils/size_config.dart", "Dart", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/utils/styles.dart", "Dart", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 198
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/views/dashboard_view.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/active_credit_card_item.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/activities_and_statics.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/adaptive_layout_widget.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/bar_chart_caption.dart", "Dart", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/card_balance_section.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/card_info_section.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/card_number_section.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/cards_and_transactions.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_bar_chart.dart", "Dart", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 160
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_card_container.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_drawer.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_drawer_item.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_drawer_list_view.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_pie_chart.dart", "Dart", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_search_bar.dart", "Dart", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 71
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/custom_section_header.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/dashboard_app_bar.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/dashboard_body.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 29
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/desktop_layout.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/expenses_statistics.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/inactive_and_active_drawer_item.dart", "Dart", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/inactive_credit_card_item.dart", "Dart", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/my_cards.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/overview_section.dart", "Dart", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/recent_transaction.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/recent_transaction_list.dart", "Dart", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/transaction_item.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/transfer_and_history.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/lib/widgets/weekly_activities.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 5, 12
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/main.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 17, 26, 125
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/linux/my_application.h", "C++", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 5, 19
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 4, 11
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 69
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/pubspec.yaml", "YAML", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 9, 96
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/test/widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/web/index.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 39
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 5, 12
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 7, 16, 72
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 9, 34
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 10, 44
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 2, 10, 66
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 6, 20
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 24, 55, 289
"/home/astra/Desktop/Dart/responsive&adaptive/bank_dashboard/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 31, 24, 103
"Total", "-", 38, 19, 1305, 13, 50, 248, 622, 539, 36, 8, 81, 336, 480, 3775
